OverallQual,GrLivArea,YearBuilt,YearRemodAdd,TotalBsmtSF,GarageCars,FullBath,LotArea,Neighborhood,HouseStyle,ExterQual,KitchenQual,CentralAir,GarageType,SalePrice
5,1466,1959,1959,1466,2,1,17755,Edwards,1Story,TA,Fa,Y,Attchd,149900
6,1811,1956,2004,1073,2,1,14115,Crawfor,1Story,TA,Ex,Y,Attchd,230000
6,816,1930,2007,816,1,1,5890,IDOTRR,1Story,Gd,TA,Y,Detchd,120500
7,1820,1965,1988,864,2,1,13700,NAmes,2Story,TA,Gd,Y,Attchd,201800
5,1437,1976,2004,1437,2,2,10768,Veenker,1Story,Gd,Gd,Y,Attchd,218000
5,1265,1965,1999,1219,2,2,9350,NAmes,SLvl,TA,Gd,Y,Attchd,179900
7,1314,2007,2008,1314,2,2,5001,NridgHt,1Story,Gd,Gd,Y,Attchd,230000
8,1580,2007,2008,1580,3,2,11932,Somerst,1Story,Gd,Gd,Y,Attchd,235128
6,1876,1974,1974,901,2,2,9120,NWAmes,2Story,Gd,Gd,Y,Attchd,185000
6,1456,1978,1978,855,2,2,2280,NPkVill,2Story,TA,TA,Y,Attchd,146000
6,1640,1954,2006,1296,2,1,14778,Crawfor,1Story,Gd,Gd,Y,Detchd,224000
5,894,1968,1968,894,2,1,8724,Sawyer,1Story,TA,TA,Y,Attchd,129000
4,1258,1969,1969,1198,2,0,12900,Sawyer,SFoyer,TA,TA,Y,CarPort,108959
5,1432,1978,1978,1360,2,1,16157,Veenker,SLvl,TA,Gd,Y,Attchd,194000
7,1502,2009,2009,1502,2,2,9541,NridgHt,1Story,Gd,Gd,Y,Attchd,233170
8,1694,2008,2008,1694,3,2,10475,CollgCr,1Story,Gd,Gd,Y,Attchd,245350
6,1671,2000,2000,959,2,2,10852,Gilbert,2Story,TA,TA,Y,Attchd,173000
6,2108,1935,1986,1127,2,2,13728,Edwards,2Story,TA,Gd,Y,Basment,235000
10,3627,1995,1996,1930,3,3,35760,NoRidge,2Story,Gd,Gd,Y,Attchd,625000
6,1118,1977,1977,1096,1,1,9880,Mitchel,SLvl,TA,TA,Y,Attchd,171000
6,1261,1958,1958,1261,2,1,9120,NAmes,1Story,TA,TA,Y,Attchd,163000
7,1250,2006,2007,625,2,2,4017,Somerst,2Story,Gd,Gd,Y,Detchd,171900
5,3086,1946,1994,1598,0,3,18030,ClearCr,1.5Fin,TA,Ex,Y,,200500
6,2345,1932,1950,952,2,2,16560,Crawfor,2Story,TA,TA,Y,Detchd,239000
8,2872,1992,2000,1683,2,2,10678,NoRidge,1.5Fin,Gd,Gd,Y,Attchd,285000
5,923,1984,1985,876,1,1,6951,Mitchel,1Story,TA,TA,Y,Attchd,119500
6,1224,1926,2004,818,1,1,3950,OldTown,1.5Fin,TA,TA,Y,Detchd,115000
5,1343,1921,1950,731,1,1,7681,Crawfor,1.5Fin,TA,TA,Y,Detchd,154900
5,1124,1954,1954,0,0,1,8335,Edwards,1Story,TA,TA,Y,,93000
7,2514,1990,1991,1216,2,2,11170,Timber,2Story,TA,TA,Y,Attchd,250000
8,1652,2008,2008,1600,2,2,5587,Crawfor,1Story,Ex,Gd,Y,Attchd,392500
10,4476,1996,1996,2396,3,3,15623,NoRidge,2Story,Gd,Ex,Y,Attchd,745000
5,1130,1920,1950,1120,2,1,10800,OldTown,1Story,TA,TA,Y,Detchd,120000
5,1572,1963,1963,1572,3,1,35133,Timber,1Story,TA,TA,Y,2Types,186700
5,1221,1924,1950,784,1,1,9738,Edwards,1.5Fin,TA,TA,Y,Attchd,104900
3,1699,1900,1970,978,2,2,10615,OldTown,2Story,TA,TA,Y,CarPort,95000
8,1624,1994,1995,1624,3,2,12461,NoRidge,1Story,Gd,Gd,Y,Attchd,262000
7,1660,2002,2002,831,2,2,8935,CollgCr,2Story,Gd,Gd,Y,Attchd,195000
7,1804,1999,1999,994,2,2,7500,Gilbert,2Story,TA,Gd,Y,Attchd,189000
4,1622,1961,1975,1249,4,1,32463,Mitchel,1Story,TA,TA,Y,2Types,168000
8,1441,1999,2000,776,2,2,2645,Somerst,2Story,Gd,Gd,Y,Detchd,174000
5,1472,1925,1994,702,1,1,9600,OldTown,1.5Fin,TA,Gd,Y,Detchd,125000
6,1224,1999,1999,1224,2,2,4500,Mitchel,1Story,TA,TA,Y,Attchd,165000
6,1352,1969,1969,663,1,1,9364,Sawyer,2Story,TA,TA,Y,Attchd,158000
6,1456,2005,2005,728,2,2,8029,Gilbert,2Story,TA,Gd,Y,Attchd,176000
7,1863,2006,2006,879,3,2,14054,Gilbert,2Story,Gd,Gd,Y,BuiltIn,219210
7,1690,1916,1950,815,1,1,8850,OldTown,2.5Unf,TA,TA,Y,Detchd,144000
7,1212,2001,2001,1212,2,2,9100,CollgCr,1Story,Gd,Gd,Y,Attchd,178000
4,1382,1963,1979,1051,2,1,11235,Sawyer,1Story,TA,TA,Y,Attchd,148000
4,864,1970,1970,864,1,1,9353,NAmes,1Story,TA,TA,Y,Attchd,116050
7,1779,1998,1998,866,2,2,10400,CollgCr,2Story,TA,Gd,Y,Attchd,197900
5,1348,1925,1997,884,1,1,6000,BrkSide,1.5Fin,TA,TA,Y,Detchd,117000
7,1630,2000,2001,1630,2,2,9750,CollgCr,1Story,Gd,Gd,Y,Attchd,213000
5,1074,1975,1975,1056,2,1,10140,NWAmes,1Story,TA,TA,Y,Attchd,153500
7,2196,1990,1991,2158,3,2,14684,SawyerW,1Story,Gd,Gd,Y,Attchd,271900
4,1056,1966,1966,1056,1,1,8900,SawyerW,1Story,TA,TA,Y,Detchd,107000
6,1700,2003,2003,1682,2,2,9135,CollgCr,1Story,Gd,Gd,Y,Attchd,200000
5,1283,1962,1980,931,2,1,7763,NAmes,1Story,TA,TA,Y,Detchd,140000
8,1660,2006,2006,1660,2,2,10182,Somerst,1Story,Gd,Gd,Y,Attchd,290000
6,1845,1992,1992,1055,2,2,11218,SawyerW,2Story,Gd,Gd,Y,Attchd,189000
8,1752,1988,2005,559,2,2,12134,Gilbert,1.5Fin,Gd,TA,Y,Basment,164000
4,672,1941,1950,672,1,1,9340,Edwards,1Story,TA,TA,Y,Attchd,113000
4,960,1965,2001,648,1,0,10246,Sawyer,SLvl,TA,TA,Y,Attchd,145000
5,999,1962,1962,925,1,1,10205,NAmes,SFoyer,TA,TA,Y,Attchd,134500
5,894,1966,1966,894,1,1,7094,Sawyer,1Story,TA,TA,Y,Detchd,125000
6,1902,1978,1978,0,2,2,8930,Sawyer,1.5Fin,TA,TA,Y,Attchd,112000
8,1314,2009,2009,1300,2,2,8640,Somerst,1Story,Gd,Gd,Y,Attchd,229456
4,912,1947,1950,0,0,1,6240,BrkSide,1.5Fin,TA,TA,N,,80500
6,1218,1971,1971,672,0,1,1680,BrDale,2Story,TA,TA,Y,,91500
5,912,1964,1964,912,1,1,7800,NAmes,1Story,TA,TA,Y,Attchd,115000
5,1211,1968,1968,952,1,1,8250,Sawyer,1Story,TA,TA,Y,Attchd,134000
6,1846,1949,1950,1040,1,2,10496,NAmes,1.5Fin,TA,TA,Y,Attchd,143000
5,2136,1951,1951,2136,2,2,10680,NAmes,1Story,TA,TA,N,Detchd,137900
7,1490,2004,2005,788,2,2,15384,Gilbert,2Story,Gd,Gd,Y,Attchd,184000
6,1138,1958,1958,588,1,1,10482,NAmes,SLvl,TA,TA,Y,Attchd,145000
6,1933,2007,2007,894,3,2,14598,Somerst,2Story,Gd,Gd,Y,BuiltIn,214000
5,912,1965,2008,912,2,1,8872,NAmes,1Story,TA,Gd,Y,Detchd,147000
9,1702,2008,2008,1702,3,1,8769,NridgHt,1Story,Ex,Ex,Y,Attchd,367294
5,1507,1960,1960,1075,1,2,7910,NAmes,SLvl,TA,TA,Y,Basment,127000
5,2620,1977,1977,1361,2,2,18890,Sawyer,1.5Fin,TA,TA,Y,BuiltIn,190000
5,1190,1962,1962,1106,2,1,7728,NAmes,SLvl,TA,TA,Y,Attchd,132500
4,1224,1962,1962,0,2,2,9842,NAmes,1Story,TA,TA,Y,CarPort,101800
5,1188,1959,1959,1188,2,1,12160,NAmes,1Story,TA,TA,Y,Attchd,142000
5,1964,1911,1950,940,0,1,8525,SWISU,2Story,TA,TA,N,,130000
5,1784,1914,1950,747,1,1,13132,Crawfor,2Story,TA,TA,Y,Detchd,138887
7,1626,2003,2003,764,2,2,2628,NridgHt,2Story,Gd,Gd,Y,BuiltIn,175500
7,1948,2004,2005,847,2,2,12393,CollgCr,2Story,Gd,Gd,Y,BuiltIn,195000
6,1141,2005,2005,1141,2,1,13072,SawyerW,1Story,Gd,TA,Y,Detchd,142500
8,1484,2006,2006,1476,2,2,9037,Timber,1Story,Gd,Ex,Y,Attchd,265900
7,1768,2003,2003,884,2,2,8158,CollgCr,2Story,Gd,Gd,Y,Attchd,224900
7,1689,2007,2007,1689,3,2,9849,Somerst,1Story,Gd,Gd,Y,Attchd,248328
7,1173,1974,1974,1053,2,2,10625,NWAmes,SFoyer,TA,Gd,Y,Attchd,170000
10,2076,2006,2006,2076,3,2,13891,NridgHt,1Story,Ex,Ex,Y,Attchd,465000
8,1517,1929,1950,792,2,1,11435,Crawfor,2Story,TA,Gd,Y,Detchd,230000
6,1868,1984,2003,585,2,3,12090,NWAmes,SLvl,TA,TA,Y,BuiltIn,178000
7,1553,2005,2006,756,2,2,8125,Somerst,2Story,Gd,Gd,Y,Attchd,186500
6,1034,1976,1976,1012,3,1,12328,Mitchel,SLvl,TA,TA,Y,Attchd,169900
6,2058,1917,1950,735,2,1,9600,OldTown,2.5Unf,TA,TA,N,Detchd,129500
5,988,1950,1950,876,1,1,7200,NAmes,1Story,TA,TA,Y,Attchd,119000
7,2110,1968,1968,2110,2,2,11160,NAmes,1Story,Gd,Ex,Y,Attchd,244000
7,1405,2003,2003,1405,2,2,3136,NridgHt,1Story,Gd,Gd,Y,Attchd,171750
5,874,1968,1968,864,1,1,9858,Mitchel,1Story,TA,TA,Y,Attchd,130000
7,2167,1974,2003,1192,2,2,17542,Veenker,2Story,Gd,Gd,Y,Attchd,294000
7,1656,2003,2004,746,2,2,6931,Edwards,2Story,Gd,Gd,Y,BuiltIn,165400
6,1367,1931,1950,884,1,1,6240,BrkSide,1.5Fin,TA,TA,Y,Detchd,127500
8,1987,1994,1994,1986,2,2,14303,NoRidge,1Story,Gd,Gd,Y,Attchd,301500
5,864,1922,1950,864,0,1,4060,Edwards,1Story,TA,TA,Y,,99900
7,1166,2005,2005,856,2,2,9587,Gilbert,SLvl,Gd,Gd,Y,Attchd,190000
6,1054,1969,1969,1054,2,1,9750,NAmes,1Story,TA,TA,Y,Attchd,151000
6,1675,1999,1999,841,2,2,24682,Gilbert,2Story,TA,TA,Y,BuiltIn,181000
5,1050,1956,1956,1050,1,1,9600,NAmes,1Story,TA,TA,Y,Attchd,128900
4,1788,1957,1989,1104,1,1,11250,ClearCr,1.5Fin,TA,TA,Y,Attchd,161500
6,1824,1919,1950,764,2,1,13515,BrkSide,2Story,TA,TA,Y,Detchd,180500
6,1337,1998,1999,1405,2,2,4060,NAmes,1Story,Gd,Gd,Y,Attchd,181000
7,1452,1999,1999,691,2,2,3735,Somerst,2Story,Gd,Gd,Y,Detchd,183900
7,1889,1910,1950,925,1,1,10120,OldTown,2.5Unf,Fa,TA,N,Detchd,122000
9,2018,2008,2009,2002,3,2,13214,Timber,1Story,Ex,Ex,Y,Attchd,378500
8,3447,1935,1997,728,3,3,14100,Crawfor,1.5Fin,TA,Gd,Y,BuiltIn,381000
5,1524,1958,1958,874,1,1,11344,NAmes,1.5Fin,TA,TA,Y,Attchd,144000
7,1524,1979,1979,1332,2,0,23595,ClearCr,1Story,Gd,Gd,Y,Attchd,260000
6,1489,1968,1968,1489,2,2,9156,NWAmes,1Story,TA,Gd,Y,Attchd,185750
5,935,1965,1965,935,1,1,13526,Sawyer,1Story,TA,TA,Y,Attchd,137000
6,1357,1959,2006,1019,1,1,11512,Edwards,SLvl,TA,Ex,Y,Basment,177000
5,1250,1910,2003,661,2,2,5362,Crawfor,1.5Fin,TA,TA,Y,Detchd,139000
5,1920,1948,1950,928,2,2,11345,NAmes,2Story,TA,TA,Y,Detchd,137000
6,1395,1972,1972,723,2,1,12936,NWAmes,2Story,TA,TA,Y,Attchd,162000
6,1724,1967,1976,1680,2,1,17871,NWAmes,SLvl,TA,TA,Y,Attchd,197900
8,2031,2002,2002,1128,2,2,9473,CollgCr,2Story,Gd,Gd,Y,Attchd,237000
4,1128,1920,1950,698,2,1,7500,IDOTRR,1.5Fin,TA,TA,Y,Detchd,68400
7,1573,2002,2002,1573,2,2,9808,CollgCr,1Story,Gd,Gd,Y,Attchd,227000
7,1339,1990,1990,1309,2,2,8049,Timber,1Story,TA,TA,Y,Attchd,180000
5,1040,1977,2008,1040,2,2,8800,CollgCr,1Story,TA,Gd,Y,Detchd,150500
6,1824,1971,1971,912,0,2,9400,Mitchel,2Story,TA,TA,Y,,139000
6,2447,1919,1990,804,1,2,9638,SWISU,1.5Fin,TA,Gd,Y,Detchd,169000
6,1412,1939,1950,780,1,1,6000,BrkSide,1.5Fin,TA,TA,Y,Detchd,132500
6,1328,1963,1963,1328,2,1,9790,NWAmes,1Story,TA,TA,Y,Attchd,143000
5,1582,1964,1964,1624,2,2,36500,ClearCr,1Story,TA,TA,Y,Attchd,190000
8,1659,2000,2000,1501,2,2,5664,StoneBr,1Story,Gd,Ex,Y,Attchd,278000
8,1970,2006,2006,1085,3,2,11065,NridgHt,2Story,Gd,Ex,Y,BuiltIn,281000
5,1152,1964,1964,1152,2,1,14112,NAmes,SLvl,TA,TA,Y,Attchd,180500
5,1302,1972,1972,630,1,2,1680,BrDale,2Story,TA,TA,Y,Detchd,119500
5,2372,1892,1965,994,1,2,6600,OldTown,2Story,TA,TA,N,Attchd,107500
7,1664,1976,1976,832,2,2,10140,NWAmes,2Story,TA,TA,Y,Attchd,162900
5,864,1955,1990,864,2,1,8172,Edwards,1Story,TA,TA,Y,Detchd,115000
5,1052,1968,1968,1052,1,1,8400,NAmes,1Story,TA,TA,Y,Attchd,138500
5,1128,1963,1963,1120,2,2,8700,NAmes,1Story,TA,TA,Y,Attchd,155000
6,1072,2005,2006,547,2,2,3675,Edwards,SFoyer,TA,TA,Y,Basment,140000
10,5642,2008,2008,6110,2,2,63887,Edwards,2Story,Ex,Ex,Y,Attchd,160000
5,1246,1959,1994,1246,1,1,7500,NAmes,1Story,TA,Gd,Y,Attchd,154000
7,1983,1999,1999,978,2,2,10762,Gilbert,2Story,Gd,Gd,Y,Attchd,225000
6,1494,1942,1950,771,1,1,7500,Crawfor,2Story,TA,Gd,Y,Attchd,177500
8,2526,1994,1994,1165,3,2,10120,NoRidge,2Story,Gd,Gd,Y,Attchd,290000
7,1616,2005,2005,1616,3,2,8688,Somerst,1Story,Gd,Gd,Y,Attchd,232000
7,1708,2004,2004,976,2,2,3363,Edwards,2Story,Gd,Gd,Y,Detchd,130000
9,1652,2006,2007,1652,2,2,13173,NridgHt,1Story,Gd,Ex,Y,Attchd,325000
7,1368,2005,2006,1368,2,2,6955,NridgHt,1Story,Gd,Gd,Y,Attchd,202500
5,990,1994,1995,990,2,1,8072,CollgCr,1Story,TA,TA,Y,Detchd,138000
5,1122,1948,2005,924,2,1,12000,OldTown,1Story,TA,Gd,Y,Attchd,147000
6,1294,1991,1991,1278,2,2,7153,SawyerW,1Story,TA,Gd,Y,Attchd,179200
7,1902,1959,2002,1902,2,2,17500,Crawfor,1Story,Gd,Ex,Y,Attchd,335000
7,1274,2005,2007,1274,2,2,8814,CollgCr,1Story,Gd,Gd,Y,Attchd,203000
8,2810,1990,1990,1453,2,2,9572,NoRidge,2Story,Gd,Gd,Y,Attchd,302000
9,2599,1999,1999,1393,3,2,14774,NoRidge,2Story,Gd,Gd,Y,BuiltIn,333168
4,948,1954,1954,948,1,1,8190,Edwards,1Story,TA,TA,Y,Detchd,119000
6,2112,1969,1969,952,2,2,11075,NAmes,2Story,TA,TA,Y,Attchd,206900
8,1630,2008,2008,1622,3,2,10226,CollgCr,1Story,Gd,Ex,Y,Attchd,295493
7,1352,2006,2007,1352,2,2,4230,Somerst,1Story,Gd,Gd,Y,Attchd,208900
8,1787,2001,2002,1753,3,2,14781,CollgCr,1Story,Gd,Gd,Y,Attchd,275000
4,948,1954,1954,864,1,1,10215,Edwards,1Story,TA,TA,Y,Attchd,111000
6,1478,1957,1957,1478,2,1,8400,NAmes,1Story,TA,TA,Y,Attchd,156500
3,720,1949,1950,0,1,1,6627,BrkSide,1Story,TA,TA,N,Detchd,72500
7,1923,1992,1992,750,2,2,10186,NoRidge,2Story,Gd,Gd,Y,Attchd,190000
4,708,1940,1950,420,0,1,5330,BrkSide,1Story,Fa,Fa,Y,,82500
8,1795,2006,2007,1795,3,2,9986,Somerst,1Story,Gd,Gd,Y,Attchd,147000
4,796,1922,1950,796,0,1,3636,IDOTRR,1Story,TA,TA,N,,55000
3,774,1931,2006,544,0,1,4270,Edwards,1Story,TA,Gd,Y,,79000
5,816,1982,2008,816,1,1,6600,Mitchel,1Story,Gd,Gd,Y,Attchd,130500
6,2792,1920,1950,1510,2,2,10440,OldTown,1.5Fin,Gd,TA,Y,Detchd,256000
7,1632,1998,1998,935,2,2,9084,Gilbert,2Story,TA,TA,Y,Attchd,176500
8,1588,2006,2006,1588,3,2,10000,Somerst,1Story,Gd,Gd,Y,Attchd,227000
5,954,1976,1976,911,2,1,10780,CollgCr,SLvl,TA,TA,Y,Detchd,132500
4,816,1938,1958,816,1,1,8877,Edwards,1Story,TA,TA,Y,Detchd,100000
5,1360,1938,1995,803,1,1,7200,IDOTRR,1.5Fin,TA,Gd,Y,Detchd,125500
5,1365,1970,1970,765,2,1,2368,BrDale,2Story,TA,TA,Y,Attchd,125000
6,1334,1977,1977,1350,2,2,9650,NWAmes,1Story,TA,TA,Y,Attchd,167900
5,1656,1973,1973,1656,2,2,9246,NWAmes,1Story,TA,TA,Y,Detchd,135000
4,693,1941,1950,693,0,1,4118,OldTown,1Story,TA,Fa,N,,52500
7,1861,2002,2002,916,2,2,13450,CollgCr,2Story,Gd,Gd,Y,BuiltIn,200000
5,864,1972,1972,864,1,1,9560,CollgCr,1Story,TA,TA,Y,Attchd,128500
4,872,1971,1971,858,4,1,8294,NAmes,1Story,TA,TA,Y,Detchd,123000
6,1114,2003,2004,1114,2,1,13695,SawyerW,1Story,TA,Gd,Y,Detchd,155000
8,2169,2002,2002,1284,2,2,9375,CollgCr,2Story,Gd,Gd,Y,Attchd,228500
6,1913,1928,1950,896,2,1,7558,Crawfor,1.5Fin,TA,TA,Y,Detchd,177000
7,1456,2006,2006,728,2,2,11103,CollgCr,2Story,Gd,Gd,Y,Attchd,155835
4,960,1920,1950,960,1,1,6000,OldTown,1Story,TA,Fa,Y,Detchd,108500
7,2156,1968,2003,1568,2,2,20781,NWAmes,1Story,TA,TA,Y,Attchd,262500
8,1776,2006,2007,1732,3,2,15306,Timber,1Story,Gd,Gd,Y,Attchd,283463
7,1494,1998,1998,1482,2,2,16196,SawyerW,1Story,Gd,Gd,Y,Attchd,215000
8,2358,1872,1987,684,0,2,5250,OldTown,2Story,TA,TA,N,,122000
5,2634,1969,1969,1248,4,2,11643,NAmes,2Story,TA,TA,Y,Detchd,200000
6,1716,1962,1962,858,2,1,9247,NAmes,2Story,TA,TA,Y,Attchd,171000
6,1176,1937,2000,698,2,1,6000,BrkSide,1.5Fin,Gd,TA,Y,Detchd,134900
8,3238,1995,1996,2033,3,2,14720,NoRidge,1.5Fin,Gd,Gd,Y,Attchd,410000
7,1865,2000,2000,992,3,2,10316,CollgCr,2Story,Gd,Gd,Y,Attchd,235000
7,1920,1968,1992,570,2,3,10192,NWAmes,SLvl,TA,Gd,Y,Attchd,170000
5,892,1966,1966,864,1,1,9477,NAmes,1Story,TA,TA,Y,Attchd,110000
5,1078,1971,2008,1078,2,1,12537,NAmes,1Story,TA,TA,Y,Attchd,149900
6,1573,2000,2000,756,2,2,2117,Somerst,2Story,Gd,Gd,Y,Detchd,177500
9,1980,2004,2005,1980,3,2,16737,NridgHt,1Story,Gd,Ex,Y,Attchd,315000
5,2601,1921,1998,612,2,3,9842,SWISU,2Story,TA,TA,Y,BuiltIn,189000
7,1530,2005,2005,1530,2,2,16158,StoneBr,1Story,Gd,Gd,Y,Attchd,260000
4,1738,1920,2007,715,1,2,12513,NAmes,1.5Fin,TA,TA,Y,Attchd,104900
6,1412,2006,2007,616,2,2,8499,Gilbert,2Story,TA,Gd,Y,BuiltIn,156932
7,1200,2005,2005,600,2,2,3180,Somerst,2Story,Gd,Gd,Y,Detchd,144152
7,1674,2000,2000,814,2,2,7500,Somerst,2Story,Gd,Gd,Y,Attchd,216000
7,1790,1999,1999,873,2,2,9179,CollgCr,2Story,Gd,Gd,Y,Attchd,193000
5,1475,1977,1977,757,1,2,2665,MeadowV,2Story,TA,TA,Y,Attchd,127000
6,848,2003,2004,848,2,1,4435,CollgCr,1Story,Gd,Gd,Y,Attchd,144000
8,1668,2003,2003,1657,2,2,10635,CollgCr,1Story,Gd,Gd,Y,Attchd,232000
4,1374,1920,1950,840,1,1,5400,OldTown,1.5Fin,Fa,TA,Y,Detchd,105000
6,1661,1955,1996,992,1,1,9600,NAmes,SLvl,TA,Gd,Y,BuiltIn,165500
7,2097,1998,1998,1108,2,2,9750,CollgCr,2Story,TA,Gd,Y,Detchd,274300
10,2633,2001,2002,2633,3,2,11400,NoRidge,1Story,Ex,Ex,Y,Attchd,466500
7,1958,2005,2005,1026,3,2,10625,Somerst,2Story,Gd,Gd,Y,Attchd,250000
8,1571,2007,2007,1571,3,2,10991,Timber,1Story,Gd,Gd,Y,Attchd,239000
6,790,1930,1950,768,1,1,6292,SWISU,1Story,TA,TA,N,Detchd,91000
5,1604,1941,1960,984,2,2,10998,Edwards,1.5Fin,TA,TA,Y,Detchd,117000
6,987,1973,1973,483,1,1,1953,BrDale,2Story,TA,TA,Y,Detchd,83000
5,1394,2006,2007,384,2,2,9735,Timber,SLvl,TA,Gd,Y,BuiltIn,167500
3,864,1914,1950,864,1,1,8212,Edwards,1Story,TA,TA,N,Detchd,58500
6,2117,1970,1970,1205,2,2,12925,NAmes,1Story,TA,TA,Y,Attchd,237500
7,1762,1920,1950,596,2,1,7200,OldTown,2Story,TA,Gd,Y,Detchd,157000
5,1416,1918,2007,816,2,2,25339,Sawyer,1Story,TA,Gd,Y,Attchd,112000
6,1258,1939,1950,560,1,1,9060,Edwards,1.5Fin,TA,TA,Y,Detchd,105000
4,1154,1922,2007,796,1,1,5436,IDOTRR,1.5Fin,TA,Gd,Y,Detchd,125500
7,2784,1978,1978,1392,2,3,16692,NWAmes,2Story,TA,Gd,Y,Attchd,250000
6,2526,1916,1950,714,1,2,8520,OldTown,1.5Fin,TA,Gd,N,Detchd,136000
9,1746,2006,2007,1746,3,2,14892,Gilbert,1Story,Ex,Ex,Y,Attchd,377500
6,1218,1941,1950,735,2,1,6000,BrkSide,1.5Fin,TA,TA,Y,Detchd,131000
7,1525,2000,2000,1525,2,2,9100,CollgCr,1Story,Gd,Gd,Y,Attchd,235000
5,1584,1967,1967,1584,3,2,8944,NAmes,1Story,TA,TA,Y,Detchd,124000
5,900,1967,1967,864,1,1,7838,NAmes,SFoyer,TA,TA,Y,Attchd,123000
6,1912,1905,2000,482,2,2,10800,OldTown,1.5Fin,TA,TA,N,Detchd,163000
7,1500,2006,2006,1356,3,2,4045,Blmngtn,1Story,Gd,Gd,Y,Attchd,246578
8,2482,2005,2006,1094,3,2,12665,Timber,2Story,Gd,Gd,Y,BuiltIn,281213
5,1687,1948,1950,747,2,1,57200,Timber,1Story,TA,TA,Y,Detchd,160000
5,1513,1920,2004,939,1,1,6120,BrkSide,2Story,TA,TA,Y,Detchd,137500
5,1904,1950,1982,1208,1,1,7200,NAmes,1.5Fin,TA,TA,Y,Attchd,138000
6,1608,1925,1990,976,1,2,6171,SWISU,1.5Fin,TA,Gd,Y,Detchd,137450
6,1158,1929,1950,862,1,1,6000,BrkSide,1.5Fin,TA,TA,Y,BuiltIn,120000
6,1593,2004,2004,839,2,2,7415,Gilbert,2Story,TA,TA,Y,Attchd,193000
7,1294,2006,2006,1286,2,2,6762,CollgCr,1Story,Gd,Gd,Y,Attchd,193879
8,1464,2007,2007,1485,3,2,15256,Somerst,1Story,Gd,Gd,Y,Attchd,282922
3,1214,1915,1950,672,3,1,10410,OldTown,1.5Fin,TA,TA,Y,Detchd,105000
8,1646,2004,2005,1594,2,2,3842,Crawfor,1Story,Gd,Gd,Y,Attchd,275000
5,768,1972,2007,768,2,1,8445,CollgCr,SFoyer,TA,TA,Y,Detchd,133000
5,833,1985,1985,833,0,1,8780,Mitchel,1Story,TA,TA,Y,,112000
4,1363,1910,1950,622,2,1,7740,OldTown,2Story,TA,TA,Y,Detchd,125500
7,2093,1986,1991,791,2,2,20544,NWAmes,2Story,TA,TA,Y,Attchd,215000
7,1840,2001,2001,944,2,2,12420,CollgCr,2Story,Gd,Gd,Y,Attchd,230000
6,1668,1950,2005,856,1,1,9600,NAmes,1.5Fin,TA,TA,Y,Attchd,140000
4,1040,1949,1950,0,2,2,7200,NAmes,1Story,TA,TA,N,Detchd,90000
8,1844,2005,2006,1844,2,2,10994,SawyerW,1Story,Gd,Gd,Y,Attchd,257000
6,1848,1923,2000,833,2,1,13053,BrkSide,1.5Fin,TA,Gd,Y,Detchd,207000
7,1569,2007,2007,1386,3,2,3635,Blmngtn,1Story,Gd,Gd,Y,Attchd,175900
4,2290,1885,1950,777,2,2,11340,OldTown,2Story,TA,TA,Y,Detchd,122500
8,2450,1998,1998,1284,3,2,16545,NoRidge,2Story,Gd,Gd,Y,Attchd,340000
5,1144,1963,1963,1144,1,1,9204,NAmes,1Story,TA,TA,Y,Detchd,124000
6,1844,1969,1969,1844,2,2,16381,Crawfor,1Story,Gd,Gd,Y,Attchd,223000
6,1416,1968,1968,708,2,2,11700,NWAmes,2Story,TA,TA,Y,Attchd,179900
6,1069,1977,1977,1069,2,2,4043,NPkVill,1Story,TA,TA,Y,Attchd,127500
6,848,2003,2003,848,2,1,4435,CollgCr,1Story,Gd,Gd,Y,Attchd,136500
6,2201,1966,1966,697,2,2,19690,Edwards,SLvl,Gd,Gd,Y,Attchd,274970
5,1344,1958,1983,1024,1,1,9503,NAmes,1Story,TA,TA,Y,Detchd,144000
6,1252,1959,1959,1252,2,1,10721,NAmes,1Story,Gd,Gd,Y,Detchd,142000
7,2127,1994,1994,1223,2,2,10944,NoRidge,2Story,Gd,Gd,Y,Attchd,271000
5,1558,1945,1950,913,1,1,10930,NAmes,1.5Fin,TA,TA,Y,Attchd,140000
5,804,1940,1992,788,1,1,7200,OldTown,1Story,TA,Gd,Y,Attchd,119000
6,1440,1981,1981,1440,2,2,12546,NWAmes,1Story,Gd,Gd,Y,Attchd,182900
5,1838,2005,2005,732,2,2,21930,Gilbert,2Story,Gd,TA,Y,BuiltIn,192140
6,958,1976,1976,958,2,2,4928,NPkVill,1Story,TA,TA,Y,Attchd,143750
4,968,1927,2007,656,1,2,10800,OldTown,1Story,TA,TA,Y,Detchd,64500
6,1792,2000,2000,936,2,2,10261,Gilbert,2Story,TA,TA,Y,Attchd,186500
5,1126,1977,1977,1126,2,2,17400,Mitchel,1Story,TA,TA,Y,Attchd,160000
6,1537,1962,2005,1319,2,1,8400,NAmes,1Story,Gd,Gd,Y,Attchd,174000
4,864,1971,1971,864,2,1,9000,NAmes,1Story,TA,TA,Y,Detchd,120500
8,1932,2008,2008,1932,3,2,12444,NridgHt,1Story,Ex,Ex,Y,Attchd,394617
6,1236,1957,1996,912,2,1,7407,OldTown,1Story,TA,TA,Y,Attchd,149700
